"","id","country","c3","c2","year","gini","gem1","ge0","ge1","ge2","a025","a050","a075","a1","a2","palma","ratio_top20bottom20","bottom40","q1","q2","q3","q4","q5","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","bottom5","top5","resource","resource_detailed","scale","scale_detailed","sharing_unit","reference_unit","areacovr","areacovr_detailed","popcovr","popcovr_detailed","region_un","region_un_sub","region_wb","eu","oecd","incomegroup","mean","median","currency","reference_period","exchangerate","mean_usd","median_usd","gdp","population","revision","quality","quality_score","source","source_detailed","source_comments","survey","link","wiidcompanion"
"1811",11059,"Kuwait","KWT","KW",1973,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Family","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","High income",NA,NA,NA,NA,NA,NA,NA,98392,905639,"New 2020","High",9,"Research study","Al-Qudsi 1981",NA,"Budget Survey","https://www.researchgate.net/publication/315647707_Income_distribution_in_Kuwait","No"
"1812",11062,"Kuwait","KWT","KW",1987,34.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,17.83,6.88,10.95,15.47,21.98,44.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","High income",NA,NA,NA,NA,NA,NA,NA,28716,1938916,"New 2020","High",12,"Research study","Ali 2003","Kuwait Ministry of Planning 2001","Household Income and Expenditure Survey (HIES)","http://www.arab-api.org/jodep/products/delivery/wps0307.pdf","Yes"
"1813",11063,"Kuwait","KWT","KW",1998,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net/gross)","Income, net/gross","No adjustment","No adjustment","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","High income",NA,NA,NA,NA,NA,NA,NA,59726,1831121,"New 2019","Average",11,"Research study","Ferreira and Ravallion 2008","World Development Report 2006",NA,"https://openknowledge.worldbank.org/bitstream/handle/10986/6675/wps4623.pdf","No"
"1814",11064,"Kuwait","KWT","KW",2000,36.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57,16.59,5.93,10.66,15.72,22.8,44.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","High income",NA,NA,NA,NA,NA,NA,NA,54985,2045123,"New 2020","High",12,"Research study","Ali 2003","Kuwait Ministry of Planning 2001","Household Income and Expenditure Survey (HIES)","http://www.arab-api.org/jodep/products/delivery/wps0307.pdf","Yes"
"1815",11065,"Kyrgyzstan","KGZ","KG",1981,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Employed, state sector","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,NA,NA,NA,5201,3682660,NA,"Average",5,"Research study","Atkinson and Micklewright 1992",NA,"March Census",NA,"No"
"1816",11066,"Kyrgyzstan","KGZ","KG",1986,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Employed, state sector","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,NA,NA,NA,4863,4075144,NA,"Average",5,"Research study","Atkinson and Micklewright 1992",NA,"March Census",NA,"No"
"1817",11067,"Kyrgyzstan","KGZ","KG",1988,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Family","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",1212,NA,"Kyrgyzstani ruble","Month",NA,NA,NA,5102,4239283,NA,"Average",11,"Research study","Alexeev and Gaddy 1993",NA,"Family Budget Survey",NA,"Yes"
"1818",11070,"Kyrgyzstan","KGZ","KG",1989,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Family","Person","All","All","Specific categories","Mostly families of state sector and collective farm employees","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",1248,1121,"Kyrgyzstani ruble","Month",NA,NA,NA,5138,4311856,NA,"Average",10,"Research study","Atkinson and Micklewright 1992",NA,"Family Budget Survey",NA,"No"
"1819",11072,"Kyrgyzstan","KGZ","KG",1990,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Family","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",1428,NA,"Kyrgyzstani ruble","Month",NA,NA,NA,5158,4372885,NA,"Average",11,"Research study","Alexeev and Gaddy 1993",NA,"Family Budget Survey",NA,"Yes"
"1820",11073,"Kyrgyzstan","KGZ","KG",1992,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Employed, excl. small enterprises and cooperatives","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,NA,NA,NA,3979,4454192,NA,"Average",5,"United Nations","UNICEF 2004","Transformative Monitoring for Enhanced Equity (TransMonEE)",NA,NA,"No"
"1821",11076,"Kyrgyzstan","KGZ","KG",1993,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,25.02,8.91,2.34,6.57,11.8,20.75,58.54,0.57,1.77,2.75,3.81,5.09,6.71,8.81,11.94,16.94,41.61,NA,NA,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",108,NA,"United States dollar","Month",NA,108,NA,3363,4483844,NA,"Average",13,"Research study","Milanovic 1998",NA,"Kyrgyz Multipurpose Poverty Survey",NA,"No"
"1822",11078,"Kyrgyzstan","KGZ","KG",1994,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Employed, excl. small enterprises and cooperatives","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,0.0922365991750976,NA,NA,2688,4518808,NA,"Average",5,"United Nations","UNICEF 2004","Transformative Monitoring for Enhanced Equity (TransMonEE)",NA,NA,"No"
"1823",11079,"Kyrgyzstan","KGZ","KG",1995,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Employed, excl. small enterprises and cooperatives","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,0.0924053576626376,NA,NA,2517,4566096,NA,"Average",5,"United Nations","UNICEF 2004","Transformative Monitoring for Enhanced Equity (TransMonEE)",NA,NA,"No"
"1824",11082,"Kyrgyzstan","KGZ","KG",1996,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88,37.22,7.1,1.75,5.35,9.76,18.01,65.14,0.5,1.25,2.42,2.93,4.11,5.65,7.15,10.86,16.28,48.85,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,0.0780667040953145,NA,NA,2656,4629403,NA,"Average",13,"World Bank","Deininger and Squire, World Bank 2004","World Bank. Compilation","Poverty Monitoring Survey",NA,"Yes"
"1825",11085,"Kyrgyzstan","KGZ","KG",1997,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09,8.14,15.98,6.06,9.92,13.99,20.7,49.34,2.37,3.68,4.55,5.38,6.4,7.58,9.18,11.52,15.99,33.35,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",9290,NA,"Kyrgyzstani som","Month",0.0575954200122005,NA,NA,2877,4705651,NA,"Average",13,"World Bank","Deininger and Squire, World Bank 2004","World Bank. Compilation","Poverty Monitoring Survey",NA,"Yes"
"1826",11089,"Kyrgyzstan","KGZ","KG",1998,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,7.09,17.3,6.36,10.94,15.49,22.1,45.11,2.48,3.88,4.95,5.99,7.07,8.42,9.98,12.12,16.09,29.03,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",6516,NA,"Kyrgyzstani som","Month",0.0479902483815288,NA,NA,2893,4786772,NA,"Average",13,"World Bank","Deininger and Squire, World Bank 2004","World Bank. Compilation","Poverty Monitoring Survey",NA,"No"
"1827",11094,"Kyrgyzstan","KGZ","KG",1999,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,7.13,17.47,6.1,11.37,16.26,22.77,43.48,2.25,3.86,5.07,6.31,7.49,8.77,10.31,12.46,16.07,27.42,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",28284,NA,"Kyrgyzstani som","Month",0.0256359422746943,NA,NA,2955,4861121,NA,"Average",13,"World Bank","Deininger and Squire, World Bank 2004","World Bank. Compilation","Poverty Monitoring Survey",NA,"Yes"
"1828",11097,"Kyrgyzstan","KGZ","KG",2000,31.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,4.65,21.35,8.63,12.72,16.44,22.06,40.15,3.65,4.98,5.88,6.83,7.71,8.73,10.05,12.01,15.31,24.84,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",1007,823,"US$2011PPP","Year",NA,NA,NA,3079,4920712,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1829",11100,"Kyrgyzstan","KGZ","KG",2001,30.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,4.46,21.62,8.78,12.84,16.72,22.53,39.13,3.7,5.07,5.95,6.89,7.84,8.89,10.3,12.23,15.21,23.92,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",1065,886,"US$2011PPP","Year",NA,NA,NA,3212,4962839,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1830",11103,"Kyrgyzstan","KGZ","KG",2002,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,4.53,21.54,8.64,12.9,16.71,22.61,39.14,3.62,5.03,6,6.9,7.77,8.94,10.38,12.23,15.16,23.98,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",1093,903,"US$2011PPP","Year",NA,NA,NA,3182,4991478,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1831",11106,"Kyrgyzstan","KGZ","KG",2003,28.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,4.11,22.56,9.27,13.29,16.79,22.55,38.1,3.92,5.35,6.23,7.06,7.95,8.83,10.31,12.24,14.78,23.32,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",1149,961,"US$2011PPP","Year",NA,NA,NA,3370,5013538,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1832",11109,"Kyrgyzstan","KGZ","KG",2004,34.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,5.6,19.29,7.68,11.61,15.65,22.08,42.99,3.2,4.47,5.38,6.23,7.19,8.46,10.06,12.02,15.81,27.18,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",1714,1325,"US$2011PPP","Year",NA,NA,NA,3564,5038995,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1833",11112,"Kyrgyzstan","KGZ","KG",2005,32.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,4.94,20.69,8.36,12.33,16.09,21.91,41.33,3.53,4.82,5.74,6.59,7.5,8.59,10,11.91,15.18,26.15,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",1532,1222,"US$2011PPP","Year",NA,NA,NA,3518,5075340,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1834",11115,"Kyrgyzstan","KGZ","KG",2006,37.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,6.18,18.2,7.27,10.93,15.11,21.74,44.94,3.05,4.22,5.03,5.89,6.9,8.22,9.76,11.98,15.53,29.41,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2011,1501,"US$2011PPP","Year",NA,NA,NA,3588,5124379,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1835",11116,"Kyrgyzstan","KGZ","KG",2007,33.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,5.48,19.67,7.63,12.04,16.12,22.36,41.85,3.13,4.49,5.53,6.51,7.47,8.65,10.16,12.2,15.36,26.49,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",1911,1529,"US$2011PPP","Year",NA,NA,NA,3858,5184384,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1836",11117,"Kyrgyzstan","KGZ","KG",2008,31.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,4.76,21.02,8.4,12.62,16.73,22.26,39.99,3.49,4.91,5.86,6.77,7.81,8.93,10.25,12.01,14.69,25.3,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2146,1805,"US$2011PPP","Year",NA,NA,NA,4142,5254969,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1837",11118,"Kyrgyzstan","KGZ","KG",2009,29.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,4.3,22.11,9.12,12.99,16.68,21.95,39.26,3.9,5.22,6.07,6.92,7.82,8.86,10.1,11.85,14.68,24.58,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2191,1822,"US$2011PPP","Year",NA,NA,NA,4211,5334708,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1838",11119,"Kyrgyzstan","KGZ","KG",2010,30.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,4.52,21.92,8.66,13.26,16.91,22,39.17,3.49,5.17,6.19,7.07,7.95,8.96,10.19,11.81,14.55,24.62,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2087,1759,"US$2011PPP","Year",NA,NA,NA,4141,5422298,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1839",11120,"Kyrgyzstan","KGZ","KG",2011,27.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,3.9,23.18,9.66,13.52,17.15,21.96,37.71,4.19,5.47,6.34,7.18,8.08,9.07,10.22,11.74,14.22,23.49,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2082,1782,"US$2011PPP","Year",NA,NA,NA,4335,5517927,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1840",11121,"Kyrgyzstan","KGZ","KG",2012,27.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,3.88,23.51,9.6,13.91,17.3,21.9,37.29,4.01,5.6,6.54,7.37,8.19,9.11,10.19,11.71,14.16,23.13,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2010,1735,"US$2011PPP","Year",NA,NA,NA,4259,5621583,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1841",11122,"Kyrgyzstan","KGZ","KG",2013,28.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,4.12,22.6,9.3,13.3,16.94,22.13,38.34,3.98,5.31,6.22,7.08,7.96,8.98,10.25,11.88,14.49,23.85,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",1981,1671,"US$2011PPP","Year",NA,NA,NA,4631,5731312,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1842",11123,"Kyrgyzstan","KGZ","KG",2014,26.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,3.69,23.83,10.03,13.8,17.17,21.98,37.03,4.37,5.65,6.51,7.29,8.1,9.07,10.23,11.75,14.14,22.89,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2071,1769,"US$2011PPP","Year",NA,NA,NA,4722,5844521,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1843",11124,"Kyrgyzstan","KGZ","KG",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,4.09,22.92,9.49,13.43,16.77,21.48,38.84,4.06,5.43,6.31,7.11,7.92,8.85,9.99,11.49,14.07,24.77,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2036,1701,"US$2011PPP","Year",NA,NA,NA,4805,5959126,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1844",11125,"Kyrgyzstan","KGZ","KG",2016,26.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,3.7,23.91,10.04,13.87,17.11,21.81,37.18,4.36,5.68,6.54,7.33,8.11,9,10.12,11.69,14.27,22.91,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2077,1771,"US$2011PPP","Year",NA,NA,NA,4912,6074327,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1845",11126,"Kyrgyzstan","KGZ","KG",2017,27.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,3.78,23.59,9.9,13.69,17.08,21.88,37.44,4.28,5.61,6.45,7.24,8.08,9,10.16,11.72,14.16,23.28,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2091,1781,"US$2011PPP","Year",NA,NA,NA,5047,6189727,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1846",11127,"Kyrgyzstan","KGZ","KG",2018,27.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,3.82,23.4,9.89,13.51,17.01,21.81,37.79,4.31,5.58,6.37,7.14,8.01,8.99,10.12,11.69,14.16,23.63,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Central Asia","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2235,1893,"US$2011PPP","Year",NA,NA,NA,5133,6304025,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1847",11128,"Laos","LAO","LA",1993,34.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,5.23,20.07,8.23,11.84,15.56,21.35,43.01,3.48,4.75,5.55,6.29,7.22,8.34,9.66,11.69,14.93,28.08,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",1167,904,"US$2011PPP","Year",NA,NA,NA,2112,4619946,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1848",11129,"Laos","LAO","LA",1998,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,5.42,20.06,8.07,11.99,15.53,20.7,43.7,3.36,4.71,5.58,6.41,7.31,8.23,9.45,11.25,14.59,29.11,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",889,691,"US$2011PPP","Year",NA,NA,NA,2608,5144601,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
